,CPI,M2,CPI_Growth,M2_Growth
2023-03-31,301.19166666666666,21088.666666666668,0.8982479089508111,-1.156471037460527
2023-06-30,303.4243333333333,20771.3,0.7385437418126806,-1.5163545172525161
2023-09-30,306.0423333333333,20746.36666666667,0.8591170758496247,-0.12010952605301384
2023-12-31,308.15833333333336,20695.066666666666,0.6890283539026321,-0.247578435769924
2024-03-31,310.97433333333333,20845.166666666668,0.9096659149371078,0.7226760237767138
2024-06-30,313.09566666666666,20998.233333333334,0.679840884422056,0.7316200377118776
2024-09-30,314.18266666666665,21184.866666666665,0.34657695963149493,0.8848783096985002
2024-12-31,316.53866666666664,21396.366666666665,0.7470845945852567,0.9934035384350892
2025-03-31,319.492,21613.533333333333,0.9286830695409698,1.009853602198696
2025-06-30,320.321,21862.5,0.2591383619629184,1.1453178640975281
